368.0,500,0,0,0,0,1,0,0,5,5
368.0,500,0,0,0,0,1,0,0,5,5
350.5,475.5,0,0,0,0,1,1,2,5,5
341.75,404.625,0,0,0,0,1,1,2,5,5
322.5,339.7,1,0,0,0,1,2,2,5,6
313.1666666666667,311.0,2,0,0,0,1,4,4,5,7
327.5,316.5,2,1,1,0,1,6,5,5,7
342.625,300.0625,2,2,2,0,1,7,6,7,7
367.22222222222223,297.77777777777777,3,3,3,0,1,7,8,8,8
398.1,299.1,3,4,4,0,1,9,8,8,8
402.04545454545456,300.1818181818182,3,4,5,0,1,9,8,9,8
389.2916666666667,294.9583333333333,3,6,6,0,1,10,10,10,8
390.34615384615387,302.38461538461536,3,6,6,0,1,11,11,11,8
394.75,294.75,4,6,6,0,1,12,12,11,9
389.0,295.1333333333333,5,7,7,0,1,13,13,12,10
378.0625,289.125,5,7,9,0,2,14,15,17,15
375.0,291.2352941176471,5,8,10,0,2,17,16,18,15
382.0,298.3611111111111,5,10,12,0,2,17,17,19,15
390.6578947368421,310.86842105263156,5,11,14,0,2,18,17,21,15
402.3,318.45,5,13,15,0,2,20,18,22,15
403.1666666666667,328.14285714285717,5,14,16,0,2,20,19,23,15
407.6136363636364,337.59090909090907,5,15,18,0,2,21,20,25,15
407.2608695652174,346.2173913043478,5,16,19,0,2,23,21,26,15
404.8958333333333,352.2291666666667,5,17,20,0,2,24,22,27,15
409.3,359.58,6,18,21,0,2,26,23,28,16
411.34615384615387,362.7307692307692,6,19,23,0,2,27,25,29,16
422.05555555555554,364.74074074074076,6,19,23,0,2,27,26,29,16
426.125,366.60714285714283,6,19,23,0,2,28,26,29,16
421.7068965517241,368.3448275862069,6,24,28,0,2,28,26,33,16
410.46666666666664,369.3833333333333,6,24,29,0,2,28,27,34,16
405.8225806451613,370.35483870967744,6,24,29,0,3,29,28,39,21
404.421875,375.53125,6,25,30,0,3,30,29,39,21
403.2121212121212,379.0151515151515,6,26,31,0,3,32,30,41,21
406.3970588235294,383.63235294117646,6,28,34,0,3,34,32,43,21
406.0,386.8857142857143,7,28,34,0,3,36,33,43,22
404.1666666666667,391.02777777777777,7,28,35,0,3,37,34,43,22
404.4189189189189,393.43243243243245,7,28,36,0,3,39,36,43,22
405.67105263157896,395.5263157894737,7,30,37,0,3,40,38,45,22
409.28205128205127,395.53846153846155,7,30,37,0,3,41,39,45,22
412.275,395.55,7,30,37,0,3,42,39,45,22
411.4512195121951,397.1829268292683,7,32,40,0,3,42,40,47,22
412.0833333333333,400.32142857142856,7,33,41,0,3,43,41,48,22
414.63953488372096,403.4767441860465,7,33,42,0,3,44,42,48,22
419.0681818181818,406.4886363636364,7,34,43,0,3,45,43,49,22
419.3333333333333,409.3666666666667,7,35,45,0,3,46,45,50,22
418.5217391304348,411.5108695652174,7,37,46,0,4,48,46,57,27
417.22340425531917,411.6276595744681,9,37,46,0,4,49,48,57,29
412.9895833333333,413.2708333333333,9,38,48,0,4,50,50,58,29
409.5,415.7755102040816,9,38,50,0,4,52,51,58,29
407.55,418.18,9,39,51,0,4,53,53,59,29
401.0098039215686,418.9117647058824,10,39,51,0,4,53,55,59,30
396.40384615384613,417.3942307692308,10,39,51,0,4,54,55,59,30
391.4433962264151,416.1981132075472,10,39,51,0,4,56,58,59,30
385.8888888888889,414.462962962963,10,39,51,0,4,59,60,59,30
382.44545454545454,414.76363636363635,10,39,51,0,4,61,62,59,30
381.6875,416.92857142857144,10,39,51,0,4,62,62,59,30
